Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
21296,DRACD,6,05/26/2015 05:09:47,2015-06-05 01:22:46,2015-06-16 08:33:53,1,0x3334332E3735,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
21297,QUEEN,2,01/25/2014 16:33:41,2014-02-13 23:50:38,2014-02-11 02:52:40,2,0x323931,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
21298,BLAUS,2,02/27/2015 23:25:16,2015-02-28 11:20:28,2015-03-07 04:37:44,2,0x3134322E3735,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
21299,FOLIG,3,12/10/2013 13:45:45,2014-01-16 13:53:01,2013-12-13 18:26:47,2,0x3133322E3735,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
21300,SIMOB,6,10/19/2013 22:26:08,2013-11-26 19:50:35,2013-10-23 05:10:30,3,0x3131362E3735,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
21301,SEVES,8,09/12/2012 06:06:48,2012-10-28 14:51:35,2012-10-01 20:58:43,1,0x343239,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
21302,FRANR,9,07/21/2012 20:21:14,2012-08-26 20:56:35,2012-07-26 19:18:33,3,0x3430362E3735,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
21303,OCEAN,7,12/16/2013 06:02:12,2014-01-16 16:18:47,2013-12-20 14:08:40,1,0x32312E3235,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
21304,VINET,1,07/28/2013 13:14:52,2013-08-19 21:23:40,2013-07-28 14:31:04,1,0x343031,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
21305,BERGS,7,06/28/2015 11:42:19,2015-08-23 23:49:17,2015-07-07 19:28:09,1,0x3137372E3235,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
21306,CENTC,2,01/27/2014 03:15:39,2014-02-08 18:26:30,2014-02-18 16:11:25,1,0x34352E35,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
21307,FAMIA,6,03/20/2014 03:40:28,2014-04-11 16:02:49,2014-03-20 19:37:14,3,0x35382E3735,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
21308,GREAL,7,07/19/2014 09:32:41,2014-07-25 02:39:52,2014-07-23 09:56:48,3,0x3239352E35,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
21309,MORGK,1,09/01/2013 15:19:22,2013-09-14 12:01:56,2013-09-16 19:37:02,3,0x3339322E3235,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
21310,AROUT,8,07/16/2012 10:13:31,2012-07-20 03:45:48,2012-07-19 06:59:59,3,0x333735,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
21311,BERGS,7,06/26/2014 17:37:47,2014-08-03 18:44:21,2014-06-27 14:39:47,3,0x3230332E3735,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
21312,ERNSH,1,07/28/2014 03:54:19,2014-08-31 12:27:47,2014-08-01 03:34:09,2,0x343735,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
21313,NORTS,8,12/02/2014 10:32:55,2014-12-14 07:29:38,2014-12-17 09:59:15,3,0x3433382E3735,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
21314,LILAS,2,02/17/2016 07:39:04,2016-02-20 09:51:53,2016-03-01 11:07:55,3,0x3133312E3235,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
21315,BERGS,5,10/28/2014 16:38:52,2014-11-30 15:53:31,2014-11-01 14:06:49,1,0x3431332E3235,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
21316,ANTON,8,06/03/2013 04:36:00,2013-07-12 05:11:07,2013-06-20 12:00:04,2,0x3333322E35,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France
21317,HUNGC,8,09/23/2014 05:45:28,2014-10-19 20:51:35,2014-09-28 10:01:00,2,0x3336392E35,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
21318,SUPRD,1,02/18/2014 04:06:12,2014-02-25 13:49:17,2014-02-24 15:31:20,3,0x3431372E3735,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
21319,DRACD,9,12/17/2015 19:57:44,2015-12-26 07:47:54,2015-12-22 08:24:21,2,0x3135362E35,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
21320,CONSH,3,09/17/2015 13:37:02,2015-09-30 14:03:56,2015-09-23 21:43:40,1,0x3634,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
21321,HUNGO,3,08/13/2014 15:29:57,2014-09-03 07:15:01,2014-08-21 14:27:20,3,0x3239312E3235,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
21322,HILAA,3,10/02/2013 21:36:53,2013-10-29 03:03:31,2013-10-19 02:38:15,3,0x32332E3235,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
21323,GROSR,8,05/07/2013 20:29:06,2013-05-17 02:34:42,2013-05-11 22:32:36,2,0x3430382E35,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
21324,FOLIG,9,11/11/2012 20:54:07,2012-12-04 09:02:07,2012-11-11 23:06:27,1,0x3334372E3735,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
21325,WOLZA,5,08/25/2015 02:29:04,2015-09-10 11:29:02,2015-08-31 15:17:48,1,0x3137342E3235,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico
21326,BLAUS,8,07/19/2012 03:48:44,2012-07-19 03:55:58,2012-07-19 12:48:44,1,0x3238382E3235,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France
21327,VAFFE,9,11/04/2012 20:49:03,2012-11-15 00:45:15,2012-11-08 15:03:59,1,0x3335362E3735,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
21328,OTTIK,6,02/12/2015 09:39:11,2015-02-12 15:48:23,2015-02-19 20:01:10,1,0x3439342E3735,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
21329,FOLIG,7,03/27/2014 04:13:12,2014-04-05 19:14:59,2014-04-05 08:45:10,2,0x3435372E3735,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
21330,PICCO,2,05/18/2014 01:05:09,2014-06-18 12:05:46,2014-05-25 04:17:28,3,0x3538,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
21331,VICTE,6,06/02/2013 05:42:11,2013-06-06 00:43:32,2013-06-06 02:42:47,2,0x313438,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
21332,THEBI,6,01/31/2013 11:43:15,2013-02-06 07:01:42,2013-02-10 02:37:24,2,0x3238312E3235,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
21333,SAVEA,5,06/26/2014 19:46:38,2014-08-13 12:13:28,2014-07-07 09:38:27,2,0x3233,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
21334,WELLI,1,07/19/2015 22:19:31,2015-07-22 12:48:36,2015-08-04 07:54:42,1,0x3130302E3735,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
21335,FRANK,9,05/27/2015 18:03:52,2015-06-14 14:09:35,2015-05-29 20:35:26,2,0x3334362E35,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
21336,KOENE,4,06/04/2015 01:11:54,2015-06-06 20:53:27,2015-06-06 01:09:57,3,0x3233352E3235,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
21337,RATTC,4,05/30/2015 02:05:09,2015-06-24 08:12:50,2015-06-10 08:39:01,3,0x3337322E3235,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
21338,LAZYK,8,05/28/2013 22:53:16,2013-06-17 07:42:31,2013-06-08 00:18:51,2,0x323535,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
21339,SPLIR,4,04/15/2013 23:55:48,2013-05-22 11:02:42,2013-04-20 08:44:02,3,0x323432,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
21340,PERIC,3,09/16/2015 07:31:23,2015-10-07 15:32:53,2015-10-03 05:34:15,2,0x34302E3235,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
21341,GALED,6,04/20/2014 11:28:12,2014-04-21 04:37:42,2014-04-27 19:04:37,3,0x313339,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
21342,TORTU,5,09/27/2014 22:35:07,2014-10-25 06:01:14,2014-10-03 17:41:07,3,0x3234332E3235,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
21343,LAUGB,3,02/23/2015 05:12:55,2015-02-24 01:44:58,2015-03-10 06:44:21,2,0x39382E35,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
21344,CENTC,7,04/29/2015 07:06:24,2015-06-04 00:14:16,2015-05-04 00:03:37,3,0x3337312E3235,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
21345,SEVES,9,10/23/2012 08:20:26,2012-11-01 13:22:47,2012-10-23 10:43:41,1,0x3136362E3235,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
21346,ANATR,1,01/11/2016 13:27:24,2016-01-24 08:23:31,2016-01-30 11:35:31,1,0x36332E3735,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
21347,CENTC,1,06/08/2014 20:35:28,2014-07-07 21:43:11,2014-06-22 04:26:19,2,0x3337372E3235,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
21348,RICAR,8,01/07/2016 21:19:09,2016-01-23 20:00:49,2016-01-15 14:24:38,2,0x3239342E35,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
21349,RANCH,1,07/12/2015 10:37:16,2015-07-29 10:07:26,2015-07-15 07:41:01,1,0x3136392E35,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
21350,HANAR,7,10/25/2012 12:05:17,2012-12-10 07:45:57,2012-10-28 12:04:40,2,0x35362E3235,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
21351,CACTU,7,12/30/2015 23:58:05,2016-01-01 17:07:20,2016-01-12 14:22:48,2,0x31382E3735,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
21352,REGGC,1,01/17/2014 02:18:32,2014-01-21 09:44:23,2014-02-07 21:30:14,1,0x313532,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France
21353,EASTC,6,10/01/2014 04:16:58,2014-10-01 07:15:06,2014-10-15 17:25:44,2,0x313735,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
21354,ISLAT,4,02/14/2015 19:50:55,2015-02-16 18:19:08,2015-02-22 04:11:10,1,0x3135312E3235,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
21355,FRANK,2,07/11/2014 16:14:33,2014-07-27 02:38:49,2014-07-29 01:20:45,1,0x38352E3735,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
21356,TRAIH,3,06/20/2015 15:46:38,2015-06-22 07:37:21,2015-06-30 09:34:41,3,0x3330,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
21357,VINET,4,01/27/2016 14:07:56,2016-01-30 11:33:40,2016-01-27 23:50:37,2,0x323736,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
21358,FRANS,5,12/07/2013 15:03:14,2014-01-07 23:08:15,2013-12-10 14:34:08,3,0x3433382E3235,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
21359,ANTON,2,07/29/2014 22:26:17,2014-08-23 05:29:23,2014-08-01 02:08:40,3,0x3330332E35,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
21360,ANATR,4,08/25/2014 16:33:37,2014-09-16 07:29:46,2014-09-15 13:22:07,1,0x3337312E3735,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
21361,DUMON,9,07/07/2015 20:37:00,2015-07-23 22:58:49,2015-07-09 11:06:46,2,0x323238,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
21362,LILAS,9,09/03/2014 04:11:24,2014-09-06 07:43:14,2014-09-30 23:52:56,1,0x333037,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
21363,FAMIA,7,12/18/2014 10:45:03,2014-12-25 02:00:02,2014-12-21 05:00:48,3,0x3434302E35,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
21364,MAISD,7,04/28/2015 03:44:55,2015-05-07 21:44:13,2015-05-01 18:53:50,2,0x3333382E3735,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
21365,FOLIG,3,11/29/2015 06:53:31,2015-12-23 01:28:56,2015-12-02 05:34:56,3,0x3337362E3735,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
21366,FISSA,3,08/15/2015 16:27:32,2015-08-24 23:40:15,2015-08-16 04:35:04,2,0x3436362E3235,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
21367,BONAP,2,07/31/2015 22:07:44,2015-09-11 14:15:12,2015-08-17 05:09:51,1,0x323539,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
21368,GODOS,7,06/24/2015 12:55:45,2015-07-01 04:34:48,2015-06-25 04:11:27,2,0x3235302E3235,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany
21369,ANTON,4,12/12/2015 04:02:08,2016-01-07 11:09:21,2015-12-12 22:34:54,3,0x3338352E3735,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
21370,ALFKI,5,08/09/2015 01:30:43,2015-09-01 10:00:47,2015-08-12 02:32:39,1,0x3430362E35,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
21371,TOMSP,2,04/03/2014 09:54:20,2014-04-08 14:24:38,2014-04-05 00:18:05,1,0x3235362E3735,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
21372,SANTG,2,01/15/2013 19:28:33,2013-01-18 07:43:56,2013-02-01 04:11:57,1,0x3332382E3235,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
21373,OTTIK,8,10/29/2013 13:40:41,2013-11-16 08:38:37,2013-11-05 16:38:14,3,0x3235382E3235,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
21374,MAISD,4,09/14/2014 08:04:27,2014-10-04 20:24:27,2014-09-30 01:51:06,2,0x333838,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
21375,SEVES,8,02/07/2016 08:38:29,2016-03-04 04:44:34,2016-02-14 19:45:27,1,0x3433342E35,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
21376,FURIB,5,08/17/2013 13:40:44,2013-08-31 15:25:06,2013-09-03 00:01:02,2,0x343539,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
21377,LAZYK,6,08/22/2013 02:50:01,2013-09-07 10:56:30,2013-09-11 16:03:32,2,0x3239302E3735,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
21378,VICTE,2,11/05/2012 16:52:54,2012-11-23 15:54:15,2012-11-08 08:21:59,2,0x3138312E3235,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
21379,LETSS,4,04/12/2015 05:06:22,2015-05-09 01:11:55,2015-04-14 06:37:41,2,0x3137392E3735,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
21380,DUMON,3,06/18/2015 09:48:43,2015-07-02 14:13:32,2015-06-21 13:15:18,1,0x3337382E35,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
21381,WOLZA,5,03/04/2015 21:05:43,2015-03-17 00:58:49,2015-03-22 04:44:15,3,0x3136,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
21382,SAVEA,3,05/05/2014 23:30:00,2014-05-29 23:54:41,2014-05-21 17:41:42,1,0x3533302E3735,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
21383,TRAIH,9,04/20/2014 21:43:26,2014-05-13 22:32:30,2014-04-27 15:27:02,1,0x3430302E35,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
21384,PRINI,8,11/27/2015 08:08:22,2015-12-23 13:11:00,2015-12-10 09:27:05,2,0x3430322E35,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
21385,WELLI,7,11/05/2013 10:43:23,2013-12-07 13:02:02,2013-11-07 22:23:43,1,0x39322E3235,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
21386,PERIC,1,05/27/2014 02:51:03,2014-06-06 08:35:37,2014-06-11 16:50:41,2,0x343234,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
21387,LONEP,7,02/15/2015 00:33:48,2015-02-15 22:52:58,2015-02-15 03:30:57,3,0x3433382E3235,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
21388,RANCH,5,07/10/2015 02:11:07,2015-07-10 20:50:30,2015-07-16 20:01:26,3,0x333833,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
21389,FRANR,1,11/18/2015 02:22:04,2015-12-23 22:07:56,2015-11-22 10:59:20,3,0x343138,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
21390,FISSA,7,03/01/2015 21:22:20,2015-03-04 11:17:55,2015-03-15 12:42:33,3,0x343236,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
21391,FRANS,2,04/30/2013 11:39:32,2013-05-13 22:45:42,2013-05-02 21:23:34,1,0x333834,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
21392,BSBEV,5,03/10/2015 19:57:14,2015-03-18 02:43:58,2015-03-11 14:50:06,3,0x33372E35,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
21393,DUMON,9,07/10/2015 02:32:35,2015-07-23 15:34:57,2015-07-11 06:17:14,3,0x3430302E35,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
21394,FRANR,7,07/08/2015 16:42:57,2015-07-31 16:43:39,2015-07-09 22:27:10,1,0x3138332E3735,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
21395,TOMSP,5,12/29/2014 05:45:41,2015-01-06 17:05:52,2015-01-21 16:18:55,3,0x3238392E3235,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
21396,TOMSP,6,07/17/2015 22:30:45,2015-07-30 14:19:35,2015-07-19 20:54:09,2,0x3434362E3235,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany
21397,LAMAI,8,09/02/2013 01:21:51,2013-09-17 17:40:52,2013-09-25 09:32:24,2,0x3139372E35,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
21398,FOLKO,9,11/24/2015 03:03:21,2015-12-12 10:28:04,2015-11-25 02:07:30,1,0x3432302E3735,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
21399,VICTE,4,10/26/2014 06:34:05,2014-10-31 04:05:39,2014-11-08 08:20:37,1,0x3236362E35,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
21400,RANCH,2,06/27/2015 06:00:46,2015-07-14 22:42:33,2015-06-29 00:09:58,2,0x3234392E3735,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
21401,LAMAI,8,08/31/2013 03:15:54,2013-09-10 00:35:14,2013-08-31 15:21:30,2,0x3337312E35,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
21402,LETSS,5,01/19/2013 07:48:33,2013-02-08 10:00:52,2013-02-01 09:25:10,2,0x343137,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
21403,ROMEY,4,06/18/2014 17:26:03,2014-08-05 14:24:15,2014-06-22 18:08:40,2,0x3338362E3735,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
21404,SANTG,9,09/09/2013 00:01:00,2013-09-23 00:23:41,2013-09-17 03:02:53,1,0x3231322E3735,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
21405,FURIB,6,07/05/2014 06:55:30,2014-07-20 09:31:34,2014-07-05 20:37:03,3,0x3137392E35,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France
21406,ANATR,6,12/20/2013 08:28:41,2014-01-05 01:16:31,2013-12-26 22:01:56,1,0x3131322E3235,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
21407,LILAS,5,08/13/2013 22:45:31,2013-08-18 02:15:55,2013-08-16 20:23:37,3,0x3235362E3235,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
21408,VICTE,2,05/03/2014 11:50:22,2014-05-07 05:37:14,2014-05-04 18:23:33,2,0x323232,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
21409,SIMOB,9,01/07/2014 14:59:39,2014-02-09 04:32:06,2014-01-27 13:58:30,3,0x34302E35,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
21410,WHITC,5,02/18/2013 19:34:11,2013-02-27 08:22:22,2013-02-19 12:39:06,1,0x323130,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
21411,LAZYK,5,05/24/2015 10:54:07,2015-06-06 19:09:30,2015-05-26 08:00:24,3,0x333534,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
21412,LETSS,5,11/03/2014 21:14:21,2014-12-01 19:30:09,2014-11-06 00:45:18,3,0x3234362E3735,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
21413,TRADH,3,06/11/2014 08:50:49,2014-08-01 16:20:38,2014-06-15 01:52:26,1,0x3434382E3735,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
21414,HILAA,4,08/08/2015 05:12:58,2015-08-13 22:52:00,2015-08-09 06:15:24,3,0x3338392E35,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico
21415,HILAA,1,07/18/2014 20:11:03,2014-07-28 17:04:54,2014-08-06 16:45:23,1,0x3432302E35,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
21416,MORGK,4,06/14/2015 09:01:33,2015-06-22 05:45:56,2015-06-15 03:16:12,1,0x333239,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
21417,ROMEY,9,09/25/2013 05:03:42,2013-10-27 15:32:58,2013-10-24 03:31:44,3,0x3633,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico
21418,TRADH,7,06/08/2014 10:03:09,2014-06-09 20:10:15,2014-06-12 14:14:35,3,0x3132372E3735,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
21419,OCEAN,4,08/21/2014 01:39:11,2014-10-05 23:52:44,2014-08-21 14:13:24,3,0x323839,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
21420,LINOD,3,04/30/2014 20:10:18,2014-05-08 14:01:47,2014-05-16 16:08:20,3,0x323732,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
21421,WOLZA,6,10/08/2013 01:14:52,2013-10-13 10:28:48,2013-10-24 23:33:01,3,0x38342E3235,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
21422,GALED,6,01/10/2013 06:11:07,2013-03-03 14:23:11,2013-01-17 10:17:15,3,0x34322E35,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
21423,QUEEN,6,11/16/2012 10:56:03,2012-11-25 16:51:14,2012-11-21 15:23:22,3,0x323836,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
21424,DRACD,3,06/28/2014 22:36:16,2014-07-21 11:37:36,2014-07-04 15:31:57,1,0x3236342E3235,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
21425,DUMON,3,10/26/2015 06:21:13,2015-11-23 02:17:19,2015-10-27 06:02:51,2,0x3137352E35,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
21426,ALFKI,9,06/08/2015 02:50:19,2015-06-17 09:59:25,2015-06-14 00:25:12,1,0x3135332E35,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
21427,GROSR,9,12/27/2014 05:47:35,2015-01-24 13:48:48,2014-12-29 22:59:49,3,0x3131382E3735,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany
21428,PARIS,6,10/29/2013 17:01:55,2013-11-10 14:05:02,2013-10-31 06:58:39,2,0x3436302E35,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
21429,CACTU,7,10/18/2015 21:23:56,2015-11-05 00:52:24,2015-10-22 05:54:02,1,0x343732,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
21430,WELLI,7,03/22/2014 04:08:32,2014-04-02 21:33:28,2014-03-24 14:50:50,1,0x3132392E35,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
21431,OTTIK,8,03/26/2013 02:16:07,2013-04-11 16:12:52,2013-03-27 10:41:47,1,0x3333302E3735,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
21432,PARIS,8,06/14/2013 05:57:50,2013-07-07 17:22:06,2013-06-16 16:22:00,3,0x3337312E35,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
21433,QUEEN,8,03/27/2014 20:41:13,2014-03-30 12:55:57,2014-03-31 12:51:08,3,0x3232372E3735,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
